Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781592069,1000,,Aggregated,164.700000,120.300000,3000,3900,6600,8300,12000,15000,17000,19000,21000,22000,22000,4371,2838,3000,4654.687479203852,5.242200000793673,21590.032399999473,6964.40768702814
1781592070,1000,,Aggregated,167.700000,123.500000,3000,3800,6400,8200,12000,15000,17000,19000,21000,22000,22000,4591,3016,3000,4615.079614571997,5.242200000793673,21590.032399999473,6659.333914179917
1781592071,1000,,Aggregated,167.500000,125.100000,3000,3800,6300,8200,12000,15000,17000,18000,21000,22000,22000,4806,3195,3000,4560.874944694141,5.242200000793673,21590.032399999473,6388.956304619226
1781592072,1000,,Aggregated,175.000000,133.500000,2900,3700,5900,8000,12000,15000,17000,18000,21000,22000,22000,5033,3375,2900,4446.30423171071,5.214599997998448,21590.032399999473,6127.245380488774
1781592073,1000,,Aggregated,179.400000,138.300000,2900,3700,5700,8000,12000,15000,17000,18000,21000,22000,22000,5287,3580,2900,4359.396231473429,4.690000001573935,21590.032399999473,5861.097408738415
1781592074,1000,,Aggregated,186.100000,146.100000,2800,3600,5300,7800,12000,14000,17000,18000,21000,22000,22000,5541,3794,2800,4247.87835659628,4.690000001573935,21590.032399999473,5620.887565421404
1781592075,1000,,Aggregated,189.800000,147.500000,2800,3500,4900,7600,11000,14000,17000,18000,21000,22000,22000,5788,3998,2800,4135.624871147195,4.690000001573935,21590.032399999473,5406.465100207325
1781592076,1000,,Aggregated,201.600000,158.300000,2700,3300,4500,7400,11000,14000,16000,18000,21000,22000,22000,6067,4226,2700,4019.091622531729,4.690000001573935,21590.032399999473,5183.043678918741
1781592077,1000,,Aggregated,209.300000,166.500000,2600,3200,4200,7300,11000,14000,16000,18000,21000,22000,22000,6314,4423,2600,3935.4725962464404,4.690000001573935,21590.032399999473,5002.774152676591
1781592078,1000,,Aggregated,225.200000,182.300000,2600,3100,4000,6900,11000,13000,16000,18000,21000,22000,22000,6572,4638,2600,3828.6614523432704,4.690000001573935,21590.032399999473,4829.099817407182
1781592079,1000,,Aggregated,231.200000,189.300000,2500,3100,3900,6500,11000,13000,16000,18000,21000,22000,22000,6826,4840,2500,3733.974074714324,4.690000001573935,21590.032399999473,4670.762965133314
1781592080,1000,,Aggregated,236.200000,194.200000,2400,3100,3900,6400,11000,13000,16000,18000,21000,22000,22000,7081,5042,2400,3664.6810276514643,4.690000001573935,21590.032399999473,4523.067645812738
1781592081,1000,,Aggregated,241.800000,198.000000,2100,3100,3800,6100,11000,13000,16000,18000,21000,22000,22000,7328,5244,2100,3584.5002576828624,4.690000001573935,21590.032399999473,4390.096752183406
1781592082,1000,,Aggregated,246.400000,201.200000,2000,3000,3800,5700,11000,13000,16000,18000,21000,22000,22000,7566,5451,2000,3501.5460060533987,4.690000001573935,21590.032399999473,4271.288659793814
1781592083,1000,,Aggregated,250.600000,204.400000,1800,3000,3700,5300,11000,13000,16000,18000,21000,22000,22000,7805,5642,1800,3427.1415922998112,4.690000001573935,21590.032399999473,4158.228315182575
1781592084,1000,,Aggregated,253.000000,206.500000,1600,2900,3700,5000,10000,12000,16000,18000,21000,22000,22000,8047,5833,1600,3358.0790753821325,4.690000001573935,21590.032399999473,4050.234621598111
1781592085,1000,,Aggregated,251.200000,206.000000,1600,2900,3600,4600,10000,12000,16000,18000,21000,22000,22000,8298,6044,1600,3292.777132550012,4.690000001573935,21590.032399999473,3946.2924801156905
1781592086,1000,,Aggregated,249.200000,202.900000,1500,2800,3500,4300,10000,12000,15000,17000,21000,22000,22000,8549,6253,1500,3228.142475400631,4.690000001573935,21590.032399999473,3848.076851093695
1781592087,1000,,Aggregated,251.100000,205.100000,1400,2800,3400,4100,10000,12000,15000,17000,21000,22000,22000,8805,6458,1400,3168.9751667802434,4.690000001573935,21590.032399999473,3752.6653038046566
1781592088,1000,,Aggregated,248.600000,203.100000,1200,2800,3300,4000,9800,12000,15000,17000,21000,22000,22000,9089,6676,1200,3108.3553140059485,4.690000001573935,21590.032399999473,3652.69908680823
1781592089,1000,,Aggregated,245.900000,201.800000,1100,2700,3300,3900,9700,12000,15000,17000,21000,22000,22000,9352,6886,1100,3059.09185413816,4.690000001573935,21590.032399999473,3566.68124465355
1781592090,1000,,Aggregated,249.200000,202.900000,1100,2700,3200,3900,9600,12000,15000,17000,21000,22000,22000,9618,7098,1100,3002.869212487008,4.690000001573935,21590.032399999473,3483.6678103555832
1781592091,1000,,Aggregated,252.300000,204.400000,1000,2700,3100,3900,9500,12000,15000,17000,21000,22000,22000,9800,7238,1000,2958.4106718163307,4.690000001573935,21590.032399999473,3424.741530612245
1781592092,1000,,Aggregated,251.800000,204.400000,1000,2600,3100,3800,9300,12000,15000,17000,21000,22000,22000,9968,7368,1000,2924.6716757122845,4.690000001573935,21590.032399999473,3369.7334470304977
1781592093,1000,,Aggregated,248.100000,200.600000,1000,2600,3100,3800,9300,12000,15000,17000,21000,22000,22000,10101,7463,1000,2903.5393971983035,4.690000001573935,21590.032399999473,3326.645183645184
1781592094,1000,,Aggregated,244.300000,195.600000,1000,2600,3100,3800,9200,12000,15000,17000,21000,22000,22000,10235,7560,1000,2890.139125334642,4.690000001573935,21590.032399999473,3300.760918417196
1781592095,1000,,Aggregated,234.700000,186.600000,1100,2600,3100,3800,9100,12000,15000,17000,21000,22000,22000,10428,7727,1100,2886.546559589573,4.690000001573935,21590.032399999473,3245.5908131952438
1781592096,1000,,Aggregated,221.800000,175.100000,1100,2700,3100,3700,9000,12000,15000,17000,21000,22000,22000,10643,7899,1100,2890.524428525798,4.690000001573935,21590.032399999473,3187.20839988725
1781592097,1000,,Aggregated,214.900000,169.700000,1100,2700,3100,3700,9100,12000,15000,17000,21000,22000,22000,10882,8097,1100,2900.4140266495165,4.690000001573935,21590.032399999473,3128.626998713472
